year;equipment;Seu;title_exhibition;visits;start_date;end_date;type_production;district_code;district_name;neighbourhood_code;neighbourhood_name;ownership;entity;general_type;equipment_type;scope;latitude;longitude;web
2021;La Model;La Model;Infanteses a les guerres europeas: 1914- 1949;;13.01.21;31.05.21;Externa;2;Eixample;9;la Nova Esquerra de l'Eixample;Municipal;Ajuntament de Barcelona;Espais d'interès patrimonial;Centres patrimonials;Història i memòria;;;
2021;La Model;La Model;Lectura i Presó;;17.09.21;02.11.21;Externa;2;Eixample;9;la Nova Esquerra de l'Eixample;Municipal;Ajuntament de Barcelona;Espais d'interès patrimonial;Centres patrimonials;Història i memòria;;;
2021;La Model;La Model;fwkTabsBase64_RXhwb3NpY2klRjMlMjAldTIwMUNCZXJyYWNhcyV1MjAxRA==;;14.10.21;10.11.21;Externa;2;Eixample;9;la Nova Esquerra de l'Eixample;Municipal;Ajuntament de Barcelona;Espais d'interès patrimonial;Centres patrimonials;Història i memòria;;;
2021;La Virreina Centre de la Imatge;La Virreina Centre de la Imatge;"Manolo Laguillo. ""Projectes 1983-2020""";16344;20.10.20;14.02.21;Pròpia;1;Ciutat Vella;1;el Raval;Municipal;Institut de Cultura. Ajuntament de Barcelona;Centres d'exposicions;Centres d'exposicions;Arts visuals;41382498322;2171708630;http://ajuntament.barcelona.cat/lavirreina
2021;La Virreina Centre de la Imatge;La Virreina Centre de la Imatge;"Tanit Plana. ""PUBER""";10716;20.10.20;28.02.21;Pròpia;1;Ciutat Vella;1;el Raval;Municipal;Institut de Cultura. Ajuntament de Barcelona;Centres d'exposicions;Centres d'exposicions;Arts visuals;41382498322;2171708630;http://ajuntament.barcelona.cat/lavirreina
2021;La Virreina Centre de la Imatge;La Virreina Centre de la Imatge;"Boris Groys ""Pensant en bucle""";;05.11.20;07.02.21;Pròpia;1;Ciutat Vella;1;el Raval;Municipal;Institut de Cultura. Ajuntament de Barcelona;Centres d'exposicions;Centres d'exposicions;Arts visuals;41382498322;2171708630;http://ajuntament.barcelona.cat/lavirreina
2021;La Virreina Centre de la Imatge;La Virreina Centre de la Imatge;"Helios Gómez ""Dies d'ira""";3282;05.11.20;07.02.21;Pròpia;1;Ciutat Vella;1;el Raval;Municipal;Institut de Cultura. Ajuntament de Barcelona;Centres d'exposicions;Centres d'exposicions;Arts visuals;41382498322;2171708630;http://ajuntament.barcelona.cat/lavirreina
2021;La Virreina Centre de la Imatge;La Virreina Centre de la Imatge;"Joseph Beuys ""Pedagogia radical, democràcia directa i plàstica social""";26550;05.03.21;23.05.21;Pròpia;1;Ciutat Vella;1;el Raval;Municipal;Institut de Cultura. Ajuntament de Barcelona;Centres d'exposicions;Centres d'exposicions;Arts visuals;41382498322;2171708630;http://ajuntament.barcelona.cat/lavirreina
2021;La Virreina Centre de la Imatge;La Virreina Centre de la Imatge;"Anna Oswaldo Cruz ""Persona""";;19.03.21;23.05.21;Pròpia;1;Ciutat Vella;1;el Raval;Municipal;Institut de Cultura. Ajuntament de Barcelona;Centres d'exposicions;Centres d'exposicions;Arts visuals;41382498322;2171708630;http://ajuntament.barcelona.cat/lavirreina
2021;La Virreina Centre de la Imatge;La Virreina Centre de la Imatge;"Jo Sol ""La nit incandescent. Viatge al fons del voler viure""";16994;19.03.21;27.06.21;Pròpia;1;Ciutat Vella;1;el Raval;Municipal;Institut de Cultura. Ajuntament de Barcelona;Centres d'exposicions;Centres d'exposicions;Arts visuals;41382498322;2171708630;http://ajuntament.barcelona.cat/lavirreina
2021;La Virreina Centre de la Imatge;La Virreina Centre de la Imatge;"Nanni Balestrini ""La violència il·lustrada """;4942;19.03.21;23.05.21;Pròpia;1;Ciutat Vella;1;el Raval;Municipal;Institut de Cultura. Ajuntament de Barcelona;Centres d'exposicions;Centres d'exposicions;Arts visuals;41382498322;2171708630;http://ajuntament.barcelona.cat/lavirreina
2021;La Virreina Centre de la Imatge;La Virreina Centre de la Imatge; SÒL I SUBSOL Patricia Dauder;;11.06.21;26.09.21;Pròpia;1;Ciutat Vella;1;el Raval;Municipal;Institut de Cultura. Ajuntament de Barcelona;Centres d'exposicions;Centres d'exposicions;Arts visuals;41382498322;2171708630;http://ajuntament.barcelona.cat/lavirreina
2021;La Virreina Centre de la Imatge;La Virreina Centre de la Imatge;NOVA BABILÒNIA. DESIGNAR O NO UN TREBALL COM A ART ÉS UNA DECISIÓ TÀCTICA;33046;11.06.21;26.09.21;Coproducció;1;Ciutat Vella;1;el Raval;Municipal;Institut de Cultura. Ajuntament de Barcelona;Centres d'exposicions;Centres d'exposicions;Arts visuals;41382498322;2171708630;http://ajuntament.barcelona.cat/lavirreina
2021;La Virreina Centre de la Imatge;La Virreina Centre de la Imatge;Sobre colors, gestos i transformació. Andreas M. Kaufmann;;11.06.21;26.09.21;Pròpia;1;Ciutat Vella;1;el Raval;Municipal;Institut de Cultura. Ajuntament de Barcelona;Centres d'exposicions;Centres d'exposicions;Arts visuals;41382498322;2171708630;http://ajuntament.barcelona.cat/lavirreina
2021;La Virreina Centre de la Imatge;La Virreina Centre de la Imatge;La petjada del nyandú (o com transformem els silencis);18746;16.07.21;17.10.21;Pròpia;1;Ciutat Vella;1;el Raval;Municipal;Institut de Cultura. Ajuntament de Barcelona;Centres d'exposicions;Centres d'exposicions;Arts visuals;41382498322;2171708630;http://ajuntament.barcelona.cat/lavirreina
2021;La Virreina Centre de la Imatge;La Virreina Centre de la Imatge; Joan Fontcuberta: Ça-a-été? Contra Barthes ;;15.10.21;13.02.22;Pròpia;1;Ciutat Vella;1;el Raval;Municipal;Institut de Cultura. Ajuntament de Barcelona;Centres d'exposicions;Centres d'exposicions;Arts visuals;41382498322;2171708630;http://ajuntament.barcelona.cat/lavirreina
2021;La Virreina Centre de la Imatge;La Virreina Centre de la Imatge;Adrià Julià: Conquesta de l'inútil;29820;15.10.21;13.02.22;Pròpia;1;Ciutat Vella;1;el Raval;Municipal;Institut de Cultura. Ajuntament de Barcelona;Centres d'exposicions;Centres d'exposicions;Arts visuals;41382498322;2171708630;http://ajuntament.barcelona.cat/lavirreina
2021;La Virreina Centre de la Imatge;La Virreina Centre de la Imatge;Guido Guidi: Da zero;;15.10.21;13.02.22;Pròpia;1;Ciutat Vella;1;el Raval;Municipal;Institut de Cultura. Ajuntament de Barcelona;Centres d'exposicions;Centres d'exposicions;Arts visuals;41382498322;2171708630;http://ajuntament.barcelona.cat/lavirreina
2021;La Virreina Centre de la Imatge;La Virreina Centre de la Imatge; Arxius Lambda. El projecte del Museu Munch d'Oslo. Estudio Herreros;7286;29.10.21;20.02.22;Pròpia;1;Ciutat Vella;1;el Raval;Municipal;Institut de Cultura. Ajuntament de Barcelona;Centres d'exposicions;Centres d'exposicions;Arts visuals;41382498322;2171708630;http://ajuntament.barcelona.cat/lavirreina
2021;Museu de Ciències Naturals de Barcelona. MCNB;MCNB Jardí Botànic de Barcelona;Més que abelles. La vida en joc;31463;20.10.20;31.12.23;Pròpia;3;Sants-Montjuïc;11;el Poble Sec;Consorci o fundació amb presència municipal;Consorci del Museu de Ciències Naturals de Barcelona;Museus i col·leccions;Centres patrimonials;Ciència;41410779883;2220482541;http://www.jardibotanic.bcn.cat
2021;Museu de Ciències Naturals de Barcelona. MCNB;MCNB Museu (Parc del Fòrum);Bebès Animals;134115;06.07.21;08.05.22;Externa;10;Sant Martí;70;el Besòs i el Maresme;Consorci o fundació amb presència municipal;Consorci del Museu de Ciències Naturals de Barcelona;Museus i col·leccions;Centres patrimonials;Ciència;41410779883;2220482541;https://museuciencies.cat/
2021;Museu de Ciències Naturals de Barcelona. MCNB;MCNB Museu (Parc del Fòrum);Piribus;1776;16.11.21;28.11.21;Externa;10;Sant Martí;70;el Besòs i el Maresme;Consorci o fundació amb presència municipal;Consorci del Museu de Ciències Naturals de Barcelona;Museus i col·leccions;Centres patrimonials;Ciència;41410779883;2220482541;https://museuciencies.cat/
2021;Museu Marítim de Barcelona. MMB;MMB Museu Marítim de Barcelona;LA PLATJA, UN ESPAI CANVIANT;;01.01.20;02.07.21;Pròpia;1;Ciutat Vella;1;el Raval;Consorci o fundació amb presència municipal;Consorci de les Drassanes Reials i Museu Marítim de Barcelona;Museus i col·leccions;Centres patrimonials;Història i memòria;41375949813;2176041471;http://www.mmb.cat
2021;Museu Marítim de Barcelona. MMB;MMB Museu Marítim de Barcelona;VENDÉE GLOBE 2020. REGATA A VELA EN SOLITARI AL VOLTANT DEL MÓN;4985;05.11.20;24.06.21;Coproducció;1;Ciutat Vella;1;el Raval;Consorci o fundació amb presència municipal;Consorci de les Drassanes Reials i Museu Marítim de Barcelona;Museus i col·leccions;Centres patrimonials;Història i memòria;41375949813;2176041471;http://www.mmb.cat
2021;Museu Marítim de Barcelona. MMB;MMB Museu Marítim de Barcelona;Mestres d'aixa de butxaca;;15.12.20;05.09.21;Pròpia;1;Ciutat Vella;1;el Raval;Consorci o fundació amb presència municipal;Consorci de les Drassanes Reials i Museu Marítim de Barcelona;Museus i col·leccions;Centres patrimonials;Història i memòria;41375949813;2176041471;http://www.mmb.cat
2021;Museu Marítim de Barcelona. MMB;MMB Museu Marítim de Barcelona; Imatges trobades. La Barcelona marítima de postguerra. El fons Joaquín Tusquets de Cabirol;;11.03.21;30.09.22;Pròpia;1;Ciutat Vella;1;el Raval;Consorci o fundació amb presència municipal;Consorci de les Drassanes Reials i Museu Marítim de Barcelona;Museus i col·leccions;Centres patrimonials;Història i memòria;41375949813;2176041471;http://www.mmb.cat
2021;Museu Marítim de Barcelona. MMB;MMB Museu Marítim de Barcelona;EL DESIG ÉS TAN FLUID COM LA MAR;16882;28.06.21;09.02.22;Pròpia;1;Ciutat Vella;1;el Raval;Consorci o fundació amb presència municipal;Consorci de les Drassanes Reials i Museu Marítim de Barcelona;Museus i col·leccions;Centres patrimonials;Història i memòria;41375949813;2176041471;http://www.mmb.cat
2021;Museu Etnològic i de Cultures del Món;MUEC Montcada;UDJAT Lêxotisme de l`antic Egipte a Barcelona;11148;28.01.21;13.06.21;Pròpia;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Municipal;Institut de Cultura. Ajuntament de Barcelona;Museus i col·leccions;Centres patrimonials;Arts visuals;41369062110;2155983304;http://museuculturesmon.bcn.cat
2021;Museu Etnològic i de Cultures del Món;MUEC Montcada;Traços: Pintura   aborigen Australiana;1756;17.12.21;12.06.22;Pròpia;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Municipal;Institut de Cultura. Ajuntament de Barcelona;Museus i col·leccions;Centres patrimonials;Arts visuals;41369062110;2155983304;http://museuculturesmon.bcn.cat
2021;Museu Etnològic i de Cultures del Món;MUEC Parc Montjuïc;Les cares de Barcelona;6131;22.01.17;06.02.22;Pròpia;3;Sants-Montjuïc;11;el Poble Sec;Municipal;Institut de Cultura. Ajuntament de Barcelona;Museus i col·leccions;Centres patrimonials;Arts visuals;41369062110;2155983304;http://www.museuetnologic.bcn.cat
2021;Museu d'Història de Barcelona. MUHBA;MUHBA Oliva Artés;Barcelona & Futbol. El gran joc social del segle XX;1811;21.07.21;31.12.22;Pròpia;10;Sant Martí;71;Provençals del Poblenou;Municipal;Ajuntament de Barcelona;Museus i col·leccions;Centres patrimonials;Història i memòria;41384316;2177521;
2021;Museu d'Història de Barcelona. MUHBA;MUHBA Plaça del Rei;Barcelona Flashback. Kit d'història en 100 objectes;34019;09.10.19;28.02.22;Pròpia;1;Ciutat Vella;2;el Barri Gòtic;Municipal;Institut de Cultura. Ajuntament de Barcelona;Museus i col·leccions;Centres patrimonials;Història i memòria;41384316;2177521;http://museuhistoria.bcn.cat
2021;Museu d'Història de Barcelona. MUHBA;MUHBA Plaça del Rei;Alimentar Barcelona. Ciutat, proveïment i salut;10466;15.10.21;15.10.22;Pròpia;1;Ciutat Vella;2;el Barri Gòtic;Municipal;Institut de Cultura. Ajuntament de Barcelona;Museus i col·leccions;Centres patrimonials;Història i memòria;41384316;2177521;http://museuhistoria.bcn.cat
2021;Museu d'Història de Barcelona. MUHBA;MUHBA Vil·la Joana;Sarrià i Barcelona, 1921. Cap a la ciutat metropolitana;255;05.11.21;09.01.22;Pròpia;5;Sarrià-Sant Gervasi;22;Vallvidrera, el Tibidabo i les Planes;Municipal;Institut de Cultura. Ajuntament de Barcelona;Museus i col·leccions;Centres patrimonials;Història i memòria;41384316;2177521;http://museuhistoria.bcn.cat
2021;Museu d'Arqueologia de Catalunya;Museu d'Arqueologia de Catalunya;L'enigma iber. Arqueologia d'una civilització;29851;30.04.21;12.01.22;Pròpia;3;Sants-Montjuïc;11;el Poble Sec;Pública no municipal;Generalitat de Catalunya;Museus i col·leccions;Centres patrimonials;Història i memòria;41370153865;2157646024;http://www.mac.cat
2021;Museu d'Art Contemporani de Barcelona. MACBA;Museu d'Art Contemporani de Barcelona. MACBA;Acció. Una història provisional dels 90;6500;10.07.20;07.02.21;Pròpia;1;Ciutat Vella;1;el Raval;Consorci o fundació amb presència municipal;Museu d'Art Contemporani de Barcelona;Museus i col·leccions;Centres patrimonials;Arts visuals;41383145956;2167830774;http://www.macba.cat
2021;Museu d'Art Contemporani de Barcelona. MACBA;Museu d'Art Contemporani de Barcelona. MACBA;Tony Cokes. Música, Text, Política;13547;22.10.20;07.03.21;Pròpia;1;Ciutat Vella;1;el Raval;Consorci o fundació amb presència municipal;Museu d'Art Contemporani de Barcelona;Museus i col·leccions;Centres patrimonials;Arts visuals;41383145956;2167830774;http://www.macba.cat
2021;Museu d'Art Contemporani de Barcelona. MACBA;Museu d'Art Contemporani de Barcelona. MACBA;Fina Miralles.Soc totes les que he sigut;20787;04.11.20;05.04.21;Pròpia;1;Ciutat Vella;1;el Raval;Consorci o fundació amb presència municipal;Museu d'Art Contemporani de Barcelona;Museus i col·leccions;Centres patrimonials;Arts visuals;41383145956;2167830774;http://www.macba.cat
2021;Museu d'Art Contemporani de Barcelona. MACBA;Museu d'Art Contemporani de Barcelona. MACBA;Plaga;224;26.11.20;02.04.21;Pròpia;1;Ciutat Vella;1;el Raval;Consorci o fundació amb presència municipal;Museu d'Art Contemporani de Barcelona;Museus i col·leccions;Centres patrimonials;Arts visuals;41383145956;2167830774;http://www.macba.cat
2021;Museu d'Art Contemporani de Barcelona. MACBA;Museu d'Art Contemporani de Barcelona. MACBA;Fèlix Gonzàlez-Torres. Política de la relació;57633;26.03.21;12.09.21;Pròpia;1;Ciutat Vella;1;el Raval;Consorci o fundació amb presència municipal;Museu d'Art Contemporani de Barcelona;Museus i col·leccions;Centres patrimonials;Arts visuals;41383145956;2167830774;http://www.macba.cat
2021;Museu d'Art Contemporani de Barcelona. MACBA;Museu d'Art Contemporani de Barcelona. MACBA;Coses que Passen (Mostreig #4);838;22.04.21;05.11.21;Pròpia;1;Ciutat Vella;1;el Raval;Consorci o fundació amb presència municipal;Museu d'Art Contemporani de Barcelona;Museus i col·leccions;Centres patrimonials;Arts visuals;41383145956;2167830774;http://www.macba.cat
2021;Museu d'Art Contemporani de Barcelona. MACBA;Museu d'Art Contemporani de Barcelona. MACBA;En temps real. La Col·lecció Rafael Tous - Capella;52196;14.05.21;31.10.21;Pròpia;1;Ciutat Vella;1;el Raval;Consorci o fundació amb presència municipal;Museu d'Art Contemporani de Barcelona;Museus i col·leccions;Centres patrimonials;Arts visuals;41383145956;2167830774;http://www.macba.cat
2021;Museu d'Art Contemporani de Barcelona. MACBA;Museu d'Art Contemporani de Barcelona. MACBA;En temps real. La Col·lecció Rafael Tous - Meier;87183;14.05.21;06.06.22;Pròpia;1;Ciutat Vella;1;el Raval;Consorci o fundació amb presència municipal;Museu d'Art Contemporani de Barcelona;Museus i col·leccions;Centres patrimonials;Arts visuals;41383145956;2167830774;http://www.macba.cat
2021;Museu d'Art Contemporani de Barcelona. MACBA;Museu d'Art Contemporani de Barcelona. MACBA;En temps real. La Col·lecció Rafael Tous - Metrònom;4776;14.05.21;24.10.21;Pròpia;1;Ciutat Vella;1;el Raval;Consorci o fundació amb presència municipal;Museu d'Art Contemporani de Barcelona;Museus i col·leccions;Centres patrimonials;Arts visuals;41383145956;2167830774;http://www.macba.cat
2021;Museu d'Art Contemporani de Barcelona. MACBA;Museu d'Art Contemporani de Barcelona. MACBA;Panorama 21: Apunts per a un incendi dels ulls;29435;22.10.21;27.02.22;Pròpia;1;Ciutat Vella;1;el Raval;Consorci o fundació amb presència municipal;Museu d'Art Contemporani de Barcelona;Museus i col·leccions;Centres patrimonials;Arts visuals;41383145956;2167830774;http://www.macba.cat
2021;Museu d'Art Contemporani de Barcelona. MACBA;Museu d'Art Contemporani de Barcelona. MACBA;Manuals de reparacions i sons còsmics;225;25.11.21;31.05.22;Pròpia;1;Ciutat Vella;1;el Raval;Consorci o fundació amb presència municipal;Museu d'Art Contemporani de Barcelona;Museus i col·leccions;Centres patrimonials;Arts visuals;41383145956;2167830774;http://www.macba.cat
2021;Museu d'Història de Barcelona. MUHBA;Museu d'Història de Barcelona. MUHBA;Miralles. A quarts de quatre...;8237;15.04.21;15.07.21;Externa;1;Ciutat Vella;2;el Barri Gòtic;Municipal;Institut de Cultura. Ajuntament de Barcelona;Museus i col·leccions;Centres patrimonials;Història i memòria;41384316;2177521;https://barcelona.cat/museuhistoria
2021;Museu d'Història de Catalunya;Museu d'Història de Catalunya;Dones a les ones;788;22.10.20;21.02.21;Pròpia;1;Ciutat Vella;3;la Barceloneta;Pública no municipal;Generalitat de Catalunya;Museus i col·leccions;Centres patrimonials;Història i memòria;41380668608;2185503480;http://www.mhcat.cat
2021;Museu d'Història de Catalunya;Museu d'Història de Catalunya;Guillén. Màgia a l'espai escènic;613;21.04.21;26.09.21;Externa;1;Ciutat Vella;3;la Barceloneta;Pública no municipal;Generalitat de Catalunya;Museus i col·leccions;Centres patrimonials;Història i memòria;41380668608;2185503480;http://www.mhcat.cat
2021;Museu de la Música;Museu de la Música;Músiques als dits. Sanses africanes de la Fundació La Fontana;3529;19.09.19;14.03.21;Coproducció;2;Eixample;5;el Fort Pienc;Consorci o fundació amb presència municipal;Consorci de L'Auditori i l'Orquestra;Museus i col·leccions;Centres patrimonials;Història i memòria;41398366625;2184867722;https://ajuntament.barcelona.cat/museumusica/ca
2021;Museu de la Música;Museu de la Música; Orquestra Pau Casals. 100 Anys ;22093;24.11.20;09.01.22;Coproducció;2;Eixample;5;el Fort Pienc;Consorci o fundació amb presència municipal;Consorci de L'Auditori i l'Orquestra;Museus i col·leccions;Centres patrimonials;Història i memòria;41398366625;2184867722;https://ajuntament.barcelona.cat/museumusica/ca
2021;Museu de la Música;Museu de la Música;Música i Natura a l'Illa de Nova Guinea;15488;13.05.21;26.06.22;Coproducció;2;Eixample;5;el Fort Pienc;Consorci o fundació amb presència municipal;Consorci de L'Auditori i l'Orquestra;Museus i col·leccions;Centres patrimonials;Història i memòria;41398366625;2184867722;https://ajuntament.barcelona.cat/museumusica/ca
2021;Museu de la Música;Museu de la Música;Joan Manén, orgull i destí. 50 anys de la mort del músic;5263;04.11.21;06.02.22;Pròpia;2;Eixample;5;el Fort Pienc;Consorci o fundació amb presència municipal;Consorci de L'Auditori i l'Orquestra;Museus i col·leccions;Centres patrimonials;Història i memòria;41398366625;2184867722;https://ajuntament.barcelona.cat/museumusica/ca
2021;Museu Egipci de Barcelona;Museu Egipci de Barcelona;Tutankhamon: Història d'un descobriment;23231;01.01.18;15.09.22;Altres;2;Eixample;7;la Dreta de l'Eixample;Privada;Fundació Arqueològica Clos;Museus i col·leccions;Centres patrimonials;Història i memòria;41393626242;2164736478;http://www.museuegipci.com
2021;Museu Egipci de Barcelona;Museu Egipci de Barcelona;Passió per l'Egipte faraònic;23231;11.07.18;15.09.22;Altres;2;Eixample;7;la Dreta de l'Eixample;Privada;Fundació Arqueològica Clos;Museus i col·leccions;Centres patrimonials;Història i memòria;41393626242;2164736478;http://www.museuegipci.com
2021;Museu Frederic Marès;Museu Frederic Marès;Vols pujar a les golfes del Museu? Nova presentació museogràfica de la Sala de les diversions;25712;28.11.20;28.11.21;Pròpia;1;Ciutat Vella;2;el Barri Gòtic;Municipal;Institut de Cultura. Ajuntament de Barcelona;Museus i col·leccions;Centres patrimonials;Arts visuals;41384173998;2176939205;https://www.barcelona.cat/museufredericmares/
2021;Museu Frederic Marès;Museu Frederic Marès;Convidats & amfitrions;9906;13.03.21;20.06.21;Pròpia;1;Ciutat Vella;2;el Barri Gòtic;Municipal;Institut de Cultura. Ajuntament de Barcelona;Museus i col·leccions;Centres patrimonials;Arts visuals;41384173998;2176939205;https://www.barcelona.cat/museufredericmares/
2021;Museu Nacional d'Art de Catalunya. MNAC;Museu Nacional d'Art de Catalunya. MNAC;Son. Oriol Vilapuig;69100;11.03.20;05.04.21;Pròpia;3;Sants-Montjuïc;11;el Poble Sec;Consorci o fundació amb presència municipal;Museu Nacional d'Art de Catalunya;Museus i col·leccions;Centres patrimonials;Arts visuals;41368853566;2153363173;http://museunacional.cat
2021;Museu Nacional d'Art de Catalunya. MNAC;Museu Nacional d'Art de Catalunya. MNAC;Diàlegs intrusos;778136;13.11.20;21.11.21;Pròpia;3;Sants-Montjuïc;11;el Poble Sec;Consorci o fundació amb presència municipal;Museu Nacional d'Art de Catalunya;Museus i col·leccions;Centres patrimonials;Arts visuals;41368853566;2153363173;http://museunacional.cat
2021;Museu Nacional d'Art de Catalunya. MNAC;Museu Nacional d'Art de Catalunya. MNAC;La guerra infinita. Antoni Campañà;191616;18.03.21;18.07.21;Pròpia;3;Sants-Montjuïc;11;el Poble Sec;Consorci o fundació amb presència municipal;Museu Nacional d'Art de Catalunya;Museus i col·leccions;Centres patrimonials;Arts visuals;41368853566;2153363173;http://museunacional.cat
2021;Museu Nacional d'Art de Catalunya. MNAC;Museu Nacional d'Art de Catalunya. MNAC;Hamada - Artigas;516276;04.06.21;09.01.22;Pròpia;3;Sants-Montjuïc;11;el Poble Sec;Consorci o fundació amb presència municipal;Museu Nacional d'Art de Catalunya;Museus i col·leccions;Centres patrimonials;Arts visuals;41368853566;2153363173;http://museunacional.cat
2021;Museu Nacional d'Art de Catalunya. MNAC;Museu Nacional d'Art de Catalunya. MNAC;Museu en perill;103668;15.07.21;27.02.22;Pròpia;3;Sants-Montjuïc;11;el Poble Sec;Consorci o fundació amb presència municipal;Museu Nacional d'Art de Catalunya;Museus i col·leccions;Centres patrimonials;Arts visuals;41368853566;2153363173;http://museunacional.cat
2021;Museu Nacional d'Art de Catalunya. MNAC;Museu Nacional d'Art de Catalunya. MNAC;Gaudí. Foc i cendres;88852;19.11.21;06.03.22;Pròpia;3;Sants-Montjuïc;11;el Poble Sec;Consorci o fundació amb presència municipal;Museu Nacional d'Art de Catalunya;Museus i col·leccions;Centres patrimonials;Arts visuals;41368853566;2153363173;http://museunacional.cat
2021;Museu Olímpic i de l'Esport Joan Antoni Samaranch;Museu Olímpic i de l'Esport Joan Antoni Samaranch;Club Centenari: Junior FC;285;09.06.20;24.01.21;Pròpia;3;Sants-Montjuïc;11;el Poble Sec;Municipal;Fundació Barcelona Olímpica;Museus i col·leccions;Centres patrimonials;Història i memòria;41366249336;2157076095;http://www.museuolimpicbcn.cat
2021;Museu Olímpic i de l'Esport Joan Antoni Samaranch;Museu Olímpic i de l'Esport Joan Antoni Samaranch;Art sobre paper;4525;26.01.21;30.05.21;Pròpia;3;Sants-Montjuïc;11;el Poble Sec;Municipal;Fundació Barcelona Olímpica;Museus i col·leccions;Centres patrimonials;Història i memòria;41366249336;2157076095;http://www.museuolimpicbcn.cat
2021;Museu Olímpic i de l'Esport Joan Antoni Samaranch;Museu Olímpic i de l'Esport Joan Antoni Samaranch;Tòquio 2020: L'esport com a eina per canviar el món;16653;01.06.21;16.01.22;Pròpia;3;Sants-Montjuïc;11;el Poble Sec;Municipal;Fundació Barcelona Olímpica;Museus i col·leccions;Centres patrimonials;Història i memòria;41366249336;2157076095;http://www.museuolimpicbcn.cat
2021;Museu Picasso;Museu Picasso;Jamais;400454;15.07.20;21.10.21;Pròpia;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Consorci o fundació amb presència municipal;Fundació Museu Picasso;Museus i col·leccions;Centres patrimonials;Arts visuals;41385152312;2180834795;http://www.museupicasso.bcn.cat
2021;Museu Picasso;Museu Picasso;Picasso. Quaderns;42218;18.12.20;04.04.21;Pròpia;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Consorci o fundació amb presència municipal;Fundació Museu Picasso;Museus i col·leccions;Centres patrimonials;Arts visuals;41385152312;2180834795;http://www.museupicasso.bcn.cat
2021;Museu Picasso;Museu Picasso;Picasso i les joies d'artista;475884;21.05.21;09.01.22;Pròpia;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Consorci o fundació amb presència municipal;Fundació Museu Picasso;Museus i col·leccions;Centres patrimonials;Arts visuals;41385152312;2180834795;http://www.museupicasso.bcn.cat
2021;Museu Picasso;Museu Picasso;Lola Ruiz Picasso;106392;12.11.21;27.02.22;Pròpia;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Consorci o fundació amb presència municipal;Fundació Museu Picasso;Museus i col·leccions;Centres patrimonials;Arts visuals;41385152312;2180834795;http://www.museupicasso.bcn.cat
2021;Palau Güell;Palau Güell;Aleix Clapés, l'enigmàtic pintor de Güell i Gaudí;16495;17.12.20;30.05.21;Pròpia;1;Ciutat Vella;1;el Raval;Pública no municipal;Diputació de Barcelona;Espais d'interès patrimonial;Centres patrimonials;Història i memòria;413791747;21744127;http://palauguell.cat
2021;Palau Güell;Palau Güell;De París a Nova York. Gravats de la Col·lecció Gelonch Viladegut;23144;18.06.21;26.09.21;Externa;1;Ciutat Vella;1;el Raval;Pública no municipal;Diputació de Barcelona;Espais d'interès patrimonial;Centres patrimonials;Història i memòria;413791747;21744127;http://palauguell.cat
2021;Palau Güell;Palau Güell;Montserrat Caballé i la indumentària operística del Museu de les Arts Escèniques;15576;12.11.21;31.12.21;Externa;1;Ciutat Vella;1;el Raval;Pública no municipal;Diputació de Barcelona;Espais d'interès patrimonial;Centres patrimonials;Història i memòria;413791747;21744127;http://palauguell.cat
2021;Palau Robert;Palau Robert;Total visites exposicions de l'any;;01.01.15;31.12.22;Pròpia;2;Eixample;7;la Dreta de l'Eixample;Pública no municipal;Generalitat de Catalunya;Centres d'exposicions;Centres d'exposicions;Arts visuals;41396100952;2159514266;http://www.gencat.cat/palaurobert
2021;Palau Robert;Palau Robert;Aixafem el feixisme!;54026;03.11.20;05.04.21;Pròpia;2;Eixample;7;la Dreta de l'Eixample;Pública no municipal;Generalitat de Catalunya;Centres d'exposicions;Centres d'exposicions;Arts visuals;41396100952;2159514266;http://www.gencat.cat/palaurobert
2021;Palau Robert;Palau Robert;Cent anys fent FEEC;13206;30.11.20;14.02.21;Pròpia;2;Eixample;7;la Dreta de l'Eixample;Pública no municipal;Generalitat de Catalunya;Centres d'exposicions;Centres d'exposicions;Arts visuals;41396100952;2159514266;http://www.gencat.cat/palaurobert
2021;Palau Robert;Palau Robert;L'or blau;39064;19.12.20;18.04.21;Pròpia;2;Eixample;7;la Dreta de l'Eixample;Pública no municipal;Generalitat de Catalunya;Centres d'exposicions;Centres d'exposicions;Arts visuals;41396100952;2159514266;http://www.gencat.cat/palaurobert
2021;Palau Robert;Palau Robert;Catalunya any 0;14745;02.03.21;25.04.21;Pròpia;2;Eixample;7;la Dreta de l'Eixample;Pública no municipal;Generalitat de Catalunya;Centres d'exposicions;Centres d'exposicions;Arts visuals;41396100952;2159514266;http://www.gencat.cat/palaurobert
