id,name,created,modified,core_type,core_type_name,body,addresses_district_id,addresses_district_name,addresses_neighborhood_id,addresses_neighborhood_name,addresses_road_name,addresses_start_street_number,addresses_end_street_number,addresses_town,secondary_filters_id,secondary_filters_name,secondary_filters_fullpath,secondary_filters_asia_id,geo_imi_x,geo_imi_y,values_value
﻿92086009154,Funicular Vallvidrera - FGC,1988-02-26T00:00:00+01:00,2022-09-05T14:31:57.517163+02:00,place,Equipament,,05,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Carrer de les Alberes,16,,Barcelona,62089765,Transports singulars,Equipaments >> Cultura i lleure >> Punts d'interès cultural >> Transports singulars,0040103004029008,25375564.97480476,85332190.42797573,012
﻿92086009156,Funicular Tibidabo - Cuca de Llum,1988-02-26T00:00:00+01:00,2021-07-15T12:48:03.090346+02:00,place,Equipament,,05,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Plaça del Doctor Andreu,1,2,Barcelona,29967624,Punts d'interès cultural,Equipaments >> Cultura i lleure >> Punts d'interès cultural,0040102004029,27506131.261466537,85541696.52359746,932117942
﻿92086009156,Funicular Tibidabo - Cuca de Llum,1988-02-26T00:00:00+01:00,2021-07-15T12:48:03.090346+02:00,place,Equipament,,05,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Plaça del Doctor Andreu,1,2,Barcelona,62089768,Nivell 2,Equipaments >> Cultura i lleure >> Punts d'interès cultural >> Nivell 2,0040103004029011,27506131.261466537,85541696.52359746,932117942
﻿92086009156,Funicular Tibidabo - Cuca de Llum,1988-02-26T00:00:00+01:00,2021-07-15T12:48:03.090346+02:00,place,Equipament,,05,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Plaça del Doctor Andreu,1,2,Barcelona,62089765,Transports singulars,Equipaments >> Cultura i lleure >> Punts d'interès cultural >> Transports singulars,0040103004029008,27506131.261466537,85541696.52359746,932117942
﻿92086009157,Tramvia Blau Tibidabo-TMB,1988-02-26T00:00:00+01:00,2022-03-08T14:47:36.815320+01:00,place,Equipament,,05,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Avinguda del Tibidabo,2,,Barcelona,29967624,Punts d'interès cultural,Equipaments >> Cultura i lleure >> Punts d'interès cultural,0040102004029,27968607.66611772,84895786.83877456,932987000
﻿92086009157,Tramvia Blau Tibidabo-TMB,1988-02-26T00:00:00+01:00,2022-03-08T14:47:36.815320+01:00,place,Equipament,,05,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Avinguda del Tibidabo,2,,Barcelona,62089768,Nivell 2,Equipaments >> Cultura i lleure >> Punts d'interès cultural >> Nivell 2,0040103004029011,27968607.66611772,84895786.83877456,932987000
﻿92086009157,Tramvia Blau Tibidabo-TMB,1988-02-26T00:00:00+01:00,2022-03-08T14:47:36.815320+01:00,place,Equipament,,05,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Avinguda del Tibidabo,2,,Barcelona,62089765,Transports singulars,Equipaments >> Cultura i lleure >> Punts d'interès cultural >> Transports singulars,0040103004029008,27968607.66611772,84895786.83877456,932987000
﻿75990074268,Bodega J. Murria,1996-09-18T00:00:00+02:00,2021-09-09T02:13:38.023630+02:00,place,Equipament,,02,Eixample,07,la Dreta de l'Eixample,Roger de Llúria,85,,BARCELONA,29967624,Punts d'interès cultural,Equipaments >> Cultura i lleure >> Punts d'interès cultural,0040102004029,30416472.673699375,83124944.86646447,932155789
﻿75990074268,Bodega J. Murria,1996-09-18T00:00:00+02:00,2021-09-09T02:13:38.023630+02:00,place,Equipament,,02,Eixample,07,la Dreta de l'Eixample,Roger de Llúria,85,,BARCELONA,62089769,Nivell 3,Equipaments >> Cultura i lleure >> Punts d'interès cultural >> Nivell 3,0040103004029012,30416472.673699375,83124944.86646447,932155789
﻿75990074268,Bodega J. Murria,1996-09-18T00:00:00+02:00,2021-09-09T02:13:38.023630+02:00,place,Equipament,,02,Eixample,07,la Dreta de l'Eixample,Roger de Llúria,85,,BARCELONA,62089762,Per fer compres,Equipaments >> Cultura i lleure >> Punts d'interès cultural >> Per fer compres,0040103004029005,30416472.673699375,83124944.86646447,932155789
﻿92086008873,Sant Pau Recinte Modernista,1984-12-10T00:00:00+01:00,2022-10-03T17:33:30.060631+02:00,place,Equipament,,07,Horta-Guinardó,35,el Guinardó,Carrer de Sant Antoni Maria Claret,167,,Barcelona,29967624,Punts d'interès cultural,Equipaments >> Cultura i lleure >> Punts d'interès cultural,0040102004029,31208271.129227474,85073192.65238288,935537801
﻿92086008873,Sant Pau Recinte Modernista,1984-12-10T00:00:00+01:00,2022-10-03T17:33:30.060631+02:00,place,Equipament,,07,Horta-Guinardó,35,el Guinardó,Carrer de Sant Antoni Maria Claret,167,,Barcelona,62089767,Nivell 1,Equipaments >> Cultura i lleure >> Punts d'interès cultural >> Nivell 1,0040103004029010,31208271.129227474,85073192.65238288,935537801
﻿92086008873,Sant Pau Recinte Modernista,1984-12-10T00:00:00+01:00,2022-10-03T17:33:30.060631+02:00,place,Equipament,,07,Horta-Guinardó,35,el Guinardó,Carrer de Sant Antoni Maria Claret,167,,Barcelona,62089761,Patrimoni cultural,Equipaments >> Cultura i lleure >> Punts d'interès cultural >> Patrimoni cultural,0040103004029004,31208271.129227474,85073192.65238288,935537801
﻿92086003282,Casa Museu Gaudí,1986-04-30T00:00:00+02:00,2022-11-04T15:30:55.293945+01:00,place,Equipament,"<p>Ubicació: dins del Parc Güell (el museu recull obres i records personals per iniciativa dels amics de Gaudí. Es mostren mobles procedents del Palau Güell, la casa Calvet i la casa Batlló).</p>",06,Gràcia,30,la Salut,Carretera del Carmel,23,,Barcelona,29967624,Punts d'interès cultural,Equipaments >> Cultura i lleure >> Punts d'interès cultural,0040102004029,29481193.38708726,85355830.8043927,932 080 414
﻿92086003282,Casa Museu Gaudí,1986-04-30T00:00:00+02:00,2022-11-04T15:30:55.293945+01:00,place,Equipament,"<p>Ubicació: dins del Parc Güell (el museu recull obres i records personals per iniciativa dels amics de Gaudí. Es mostren mobles procedents del Palau Güell, la casa Calvet i la casa Batlló).</p>",06,Gràcia,30,la Salut,Carretera del Carmel,23,,Barcelona,62089759,Museus,Equipaments >> Cultura i lleure >> Punts d'interès cultural >> Museus,0040103004029002,29481193.38708726,85355830.8043927,932 080 414
﻿92086003282,Casa Museu Gaudí,1986-04-30T00:00:00+02:00,2022-11-04T15:30:55.293945+01:00,place,Equipament,"<p>Ubicació: dins del Parc Güell (el museu recull obres i records personals per iniciativa dels amics de Gaudí. Es mostren mobles procedents del Palau Güell, la casa Calvet i la casa Batlló).</p>",06,Gràcia,30,la Salut,Carretera del Carmel,23,,Barcelona,62089770,Nivell 4,Equipaments >> Cultura i lleure >> Punts d'interès cultural >> Nivell 4,0040103004029013,29481193.38708726,85355830.8043927,932 080 414
﻿92086008878,Palau del Baró de Quadras,1984-12-10T00:00:00+01:00,2022-09-17T04:05:50.209942+02:00,place,Equipament,,02,Eixample,07,la Dreta de l'Eixample,Av Diagonal,373,,BARCELONA,29967624,Punts d'interès cultural,Equipaments >> Cultura i lleure >> Punts d'interès cultural,0040102004029,29986266.972887214,83348345.20166087,
﻿92086008878,Palau del Baró de Quadras,1984-12-10T00:00:00+01:00,2022-09-17T04:05:50.209942+02:00,place,Equipament,,02,Eixample,07,la Dreta de l'Eixample,Av Diagonal,373,,BARCELONA,62089769,Nivell 3,Equipaments >> Cultura i lleure >> Punts d'interès cultural >> Nivell 3,0040103004029012,29986266.972887214,83348345.20166087,
﻿92086008878,Palau del Baró de Quadras,1984-12-10T00:00:00+01:00,2022-09-17T04:05:50.209942+02:00,place,Equipament,,02,Eixample,07,la Dreta de l'Eixample,Av Diagonal,373,,BARCELONA,62089761,Patrimoni cultural,Equipaments >> Cultura i lleure >> Punts d'interès cultural >> Patrimoni cultural,0040103004029004,29986266.972887214,83348345.20166087,
﻿92086003351,Club Tennis La Salut,1985-04-26T00:00:00+02:00,2022-01-13T09:29:09.622660+01:00,place,Equipament,,06,Gràcia,30,la Salut,Carrer de la Mare de Déu de la Salut,75,,Barcelona,29967624,Punts d'interès cultural,Equipaments >> Cultura i lleure >> Punts d'interès cultural,0040102004029,29739916.171741497,85078859.57974848,932132400
﻿92086003351,Club Tennis La Salut,1985-04-26T00:00:00+02:00,2022-01-13T09:29:09.622660+01:00,place,Equipament,,06,Gràcia,30,la Salut,Carrer de la Mare de Déu de la Salut,75,,Barcelona,62089769,Nivell 3,Equipaments >> Cultura i lleure >> Punts d'interès cultural >> Nivell 3,0040103004029012,29739916.171741497,85078859.57974848,932132400
﻿92086003351,Club Tennis La Salut,1985-04-26T00:00:00+02:00,2022-01-13T09:29:09.622660+01:00,place,Equipament,,06,Gràcia,30,la Salut,Carrer de la Mare de Déu de la Salut,75,,Barcelona,62089763,Per fer esports,Equipaments >> Cultura i lleure >> Punts d'interès cultural >> Per fer esports,0040103004029006,29739916.171741497,85078859.57974848,932132400
﻿92086003029,Parròquia de Santa Teresa de l'Infant Jesús,1984-05-30T00:00:00+02:00,2022-09-17T03:52:49.579435+02:00,place,Equipament,,06,Gràcia,31,la Vila de Gràcia,Via Augusta,68,,BARCELONA,29967624,Punts d'interès cultural,Equipaments >> Cultura i lleure >> Punts d'interès cultural,0040102004029,29193566.12046086,83770854.65933663,932373153
﻿92086003029,Parròquia de Santa Teresa de l'Infant Jesús,1984-05-30T00:00:00+02:00,2022-09-17T03:52:49.579435+02:00,place,Equipament,,06,Gràcia,31,la Vila de Gràcia,Via Augusta,68,,BARCELONA,62089770,Nivell 4,Equipaments >> Cultura i lleure >> Punts d'interès cultural >> Nivell 4,0040103004029013,29193566.12046086,83770854.65933663,932373153
﻿92086003029,Parròquia de Santa Teresa de l'Infant Jesús,1984-05-30T00:00:00+02:00,2022-09-17T03:52:49.579435+02:00,place,Equipament,,06,Gràcia,31,la Vila de Gràcia,Via Augusta,68,,BARCELONA,62089761,Patrimoni cultural,Equipaments >> Cultura i lleure >> Punts d'interès cultural >> Patrimoni cultural,0040103004029004,29193566.12046086,83770854.65933663,932373153
﻿92086019684,Escola d'Enginyeria de Barcelona Est - UPC,1990-01-24T00:00:00+01:00,2022-06-30T12:25:15.841283+02:00,place,Equipament,,10,Sant Martí,70,el Besòs i el Maresme,Avinguda d'Eduard Maristany,16,,Barcelona,,,,,35077336.08457405,85063582.41286874,934137400
﻿92086009473,Cementiri Sant Gervasi,1985-03-28T00:00:00+01:00,2021-11-08T09:37:03.440845+01:00,place,Equipament,"<p>En atenció a les mesures de contenció de la pandèmia i per tal d'evitar contagis i garantir la continuïtat dels serveis, la Generalitat ha establert la limitació d'un 50% de l'aforament als serveis d'incineració i cerimònies de comiat en espais tancats.</p><p>D'altra banda, durant els serveis  d'inhumació i cerimònies a peu de sepultura no hi ha límit de persones, sempre que es segueixin les recomanacions dictades per les autoritats sanitàries en relació a l'us de la mascareta i respectant la distància de seguretat.</p><p>Accés sortida 7 de la Ronda de Dalt.</p>",05,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Camí del Cementiri de Sant Gervasi,4,,Barcelona,29967624,Punts d'interès cultural,Equipaments >> Cultura i lleure >> Punts d'interès cultural,0040102004029,27100352.361902535,84973395.9876625,934841999
﻿92086009473,Cementiri Sant Gervasi,1985-03-28T00:00:00+01:00,2021-11-08T09:37:03.440845+01:00,place,Equipament,"<p>En atenció a les mesures de contenció de la pandèmia i per tal d'evitar contagis i garantir la continuïtat dels serveis, la Generalitat ha establert la limitació d'un 50% de l'aforament als serveis d'incineració i cerimònies de comiat en espais tancats.</p><p>D'altra banda, durant els serveis  d'inhumació i cerimònies a peu de sepultura no hi ha límit de persones, sempre que es segueixin les recomanacions dictades per les autoritats sanitàries en relació a l'us de la mascareta i respectant la distància de seguretat.</p><p>Accés sortida 7 de la Ronda de Dalt.</p>",05,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Camí del Cementiri de Sant Gervasi,4,,Barcelona,62089758,Espais urbans,Equipaments >> Cultura i lleure >> Punts d'interès cultural >> Espais urbans,0040103004029001,27100352.361902535,84973395.9876625,934841999
﻿92086009473,Cementiri Sant Gervasi,1985-03-28T00:00:00+01:00,2021-11-08T09:37:03.440845+01:00,place,Equipament,"<p>En atenció a les mesures de contenció de la pandèmia i per tal d'evitar contagis i garantir la continuïtat dels serveis, la Generalitat ha establert la limitació d'un 50% de l'aforament als serveis d'incineració i cerimònies de comiat en espais tancats.</p><p>D'altra banda, durant els serveis  d'inhumació i cerimònies a peu de sepultura no hi ha límit de persones, sempre que es segueixin les recomanacions dictades per les autoritats sanitàries en relació a l'us de la mascareta i respectant la distància de seguretat.</p><p>Accés sortida 7 de la Ronda de Dalt.</p>",05,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Camí del Cementiri de Sant Gervasi,4,,Barcelona,62089769,Nivell 3,Equipaments >> Cultura i lleure >> Punts d'interès cultural >> Nivell 3,0040103004029012,27100352.361902535,84973395.9876625,934841999
﻿92086009476,Cementiri d'Horta,1985-03-28T00:00:00+01:00,2022-11-07T12:23:49.270670+01:00,place,Equipament,"<p>En atenció a les mesures de contenció de la pandèmia i per tal d'evitar contagis i garantir la continuïtat dels serveis, la Generalitat ha establert la limitació d'un 50% de l'aforament als serveis d'incineració i cerimònies de comiat en espais tancats.</p><p>D'altra banda, durant els serveis  d'inhumació i cerimònies a peu de sepultura no hi ha límit de persones, sempre que es segueixin les recomanacions dictades per les autoritats sanitàries en relació a l'us de la mascareta i respectant la distància de seguretat.</p>",07,Horta-Guinardó,43,Horta,Plaça del Cementiri d'Horta,9,,Barcelona,29967624,Punts d'interès cultural,Equipaments >> Cultura i lleure >> Punts d'interès cultural,0040102004029,29592602.050171584,88198426.43897143,934841999
﻿92086009476,Cementiri d'Horta,1985-03-28T00:00:00+01:00,2022-11-07T12:23:49.270670+01:00,place,Equipament,"<p>En atenció a les mesures de contenció de la pandèmia i per tal d'evitar contagis i garantir la continuïtat dels serveis, la Generalitat ha establert la limitació d'un 50% de l'aforament als serveis d'incineració i cerimònies de comiat en espais tancats.</p><p>D'altra banda, durant els serveis  d'inhumació i cerimònies a peu de sepultura no hi ha límit de persones, sempre que es segueixin les recomanacions dictades per les autoritats sanitàries en relació a l'us de la mascareta i respectant la distància de seguretat.</p>",07,Horta-Guinardó,43,Horta,Plaça del Cementiri d'Horta,9,,Barcelona,62089758,Espais urbans,Equipaments >> Cultura i lleure >> Punts d'interès cultural >> Espais urbans,0040103004029001,29592602.050171584,88198426.43897143,934841999
﻿92086009476,Cementiri d'Horta,1985-03-28T00:00:00+01:00,2022-11-07T12:23:49.270670+01:00,place,Equipament,"<p>En atenció a les mesures de contenció de la pandèmia i per tal d'evitar contagis i garantir la continuïtat dels serveis, la Generalitat ha establert la limitació d'un 50% de l'aforament als serveis d'incineració i cerimònies de comiat en espais tancats.</p><p>D'altra banda, durant els serveis  d'inhumació i cerimònies a peu de sepultura no hi ha límit de persones, sempre que es segueixin les recomanacions dictades per les autoritats sanitàries en relació a l'us de la mascareta i respectant la distància de seguretat.</p>",07,Horta-Guinardó,43,Horta,Plaça del Cementiri d'Horta,9,,Barcelona,62089769,Nivell 3,Equipaments >> Cultura i lleure >> Punts d'interès cultural >> Nivell 3,0040103004029012,29592602.050171584,88198426.43897143,934841999
﻿92086008713,Monestir de Sant Pau del Camp,1984-12-07T00:00:00+01:00,2022-09-17T04:04:28.916480+02:00,place,Equipament,,01,Ciutat Vella,01,el Raval,C Sant Pau,99,,BARCELONA,29967624,Punts d'interès cultural,Equipaments >> Cultura i lleure >> Punts d'interès cultural,0040102004029,30631380.259968806,81091022.14213647,934410001
﻿92086008713,Monestir de Sant Pau del Camp,1984-12-07T00:00:00+01:00,2022-09-17T04:04:28.916480+02:00,place,Equipament,,01,Ciutat Vella,01,el Raval,C Sant Pau,99,,BARCELONA,62089768,Nivell 2,Equipaments >> Cultura i lleure >> Punts d'interès cultural >> Nivell 2,0040103004029011,30631380.259968806,81091022.14213647,934410001
﻿92086008713,Monestir de Sant Pau del Camp,1984-12-07T00:00:00+01:00,2022-09-17T04:04:28.916480+02:00,place,Equipament,,01,Ciutat Vella,01,el Raval,C Sant Pau,99,,BARCELONA,62089761,Patrimoni cultural,Equipaments >> Cultura i lleure >> Punts d'interès cultural >> Patrimoni cultural,0040103004029004,30631380.259968806,81091022.14213647,934410001
﻿99400328900,Parc Torrent Maduixer,2013-10-25T12:21:13+02:00,2022-11-23T12:39:07.806213+01:00,place,Equipament,"<p>Accessos: carrer de Joasep Garí, carrer Compte Sert i carrer Carles Pirozzini</p>",05,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,C Josep Garí,7,,BARCELONA,29967624,Punts d'interès cultural,Equipaments >> Cultura i lleure >> Punts d'interès cultural,0040102004029,27838089.15016544,85478331.18049242,010
﻿99400328900,Parc Torrent Maduixer,2013-10-25T12:21:13+02:00,2022-11-23T12:39:07.806213+01:00,place,Equipament,"<p>Accessos: carrer de Joasep Garí, carrer Compte Sert i carrer Carles Pirozzini</p>",05,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,C Josep Garí,7,,BARCELONA,62089766,Espais naturals,Equipaments >> Cultura i lleure >> Punts d'interès cultural >> Espais naturals,0040103004029009,27838089.15016544,85478331.18049242,010
﻿99400328900,Parc Torrent Maduixer,2013-10-25T12:21:13+02:00,2022-11-23T12:39:07.806213+01:00,place,Equipament,"<p>Accessos: carrer de Joasep Garí, carrer Compte Sert i carrer Carles Pirozzini</p>",05,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,C Josep Garí,7,,BARCELONA,62089768,Nivell 2,Equipaments >> Cultura i lleure >> Punts d'interès cultural >> Nivell 2,0040103004029011,27838089.15016544,85478331.18049242,010
﻿75990212279,Sant Andreu Teatre,1996-09-18T00:00:00+02:00,2022-09-17T03:14:23.183791+02:00,place,Equipament,,09,Sant Andreu,60,Sant Andreu,C Neopàtria,54,,BARCELONA,29967624,Punts d'interès cultural,Equipaments >> Cultura i lleure >> Punts d'interès cultural,0040102004029,32327137.94131612,87083120.52344811,933457930
﻿75990212279,Sant Andreu Teatre,1996-09-18T00:00:00+02:00,2022-09-17T03:14:23.183791+02:00,place,Equipament,,09,Sant Andreu,60,Sant Andreu,C Neopàtria,54,,BARCELONA,62089769,Nivell 3,Equipaments >> Cultura i lleure >> Punts d'interès cultural >> Nivell 3,0040103004029012,32327137.94131612,87083120.52344811,933457930
﻿75990212279,Sant Andreu Teatre,1996-09-18T00:00:00+02:00,2022-09-17T03:14:23.183791+02:00,place,Equipament,,09,Sant Andreu,60,Sant Andreu,C Neopàtria,54,,BARCELONA,62089760,Oci i lleure,Equipaments >> Cultura i lleure >> Punts d'interès cultural >> Oci i lleure,0040103004029003,32327137.94131612,87083120.52344811,933457930
﻿92086015566,Consell Municipal del Districte de Sants-Montjuïc,1988-02-29T00:00:00+01:00,2021-10-11T11:56:25.525567+02:00,place,Equipament,,03,Sants-Montjuïc,15,Hostafrancs,Carrer de la Creu Coberta,104,,Barcelona,29967624,Punts d'interès cultural,Equipaments >> Cultura i lleure >> Punts d'interès cultural,0040102004029,28369024.779079657,80991797.57776204,934027000
﻿92086015566,Consell Municipal del Districte de Sants-Montjuïc,1988-02-29T00:00:00+01:00,2021-10-11T11:56:25.525567+02:00,place,Equipament,,03,Sants-Montjuïc,15,Hostafrancs,Carrer de la Creu Coberta,104,,Barcelona,62089769,Nivell 3,Equipaments >> Cultura i lleure >> Punts d'interès cultural >> Nivell 3,0040103004029012,28369024.779079657,80991797.57776204,934027000
﻿92086015566,Consell Municipal del Districte de Sants-Montjuïc,1988-02-29T00:00:00+01:00,2021-10-11T11:56:25.525567+02:00,place,Equipament,,03,Sants-Montjuïc,15,Hostafrancs,Carrer de la Creu Coberta,104,,Barcelona,62089761,Patrimoni cultural,Equipaments >> Cultura i lleure >> Punts d'interès cultural >> Patrimoni cultural,0040103004029004,28369024.779079657,80991797.57776204,934027000
﻿92086005212,Parròquia de Maria Reina,1984-05-30T00:00:00+02:00,2022-09-17T03:59:01.315325+02:00,place,Equipament,,04,Les Corts,21,Pedralbes,Av Esplugues,103,,BARCELONA,29967624,Punts d'interès cultural,Equipaments >> Cultura i lleure >> Punts d'interès cultural,0040102004029,25814055.37301267,82936916.00171104,932035539
﻿92086005212,Parròquia de Maria Reina,1984-05-30T00:00:00+02:00,2022-09-17T03:59:01.315325+02:00,place,Equipament,,04,Les Corts,21,Pedralbes,Av Esplugues,103,,BARCELONA,62089770,Nivell 4,Equipaments >> Cultura i lleure >> Punts d'interès cultural >> Nivell 4,0040103004029013,25814055.37301267,82936916.00171104,932035539
﻿92086005212,Parròquia de Maria Reina,1984-05-30T00:00:00+02:00,2022-09-17T03:59:01.315325+02:00,place,Equipament,,04,Les Corts,21,Pedralbes,Av Esplugues,103,,BARCELONA,62089761,Patrimoni cultural,Equipaments >> Cultura i lleure >> Punts d'interès cultural >> Patrimoni cultural,0040103004029004,25814055.37301267,82936916.00171104,932035539
﻿92086005867,Parròquia de la Santíssima Trinitat,1984-05-30T00:00:00+02:00,2022-09-17T04:00:56.273605+02:00,place,Equipament,,09,Sant Andreu,57,la Trinitat Vella,C Turó de la Trinitat,30,,BARCELONA,29967624,Punts d'interès cultural,Equipaments >> Cultura i lleure >> Punts d'interès cultural,0040102004029,32477815.600717906,89269236.77909094,933451728
﻿92086005867,Parròquia de la Santíssima Trinitat,1984-05-30T00:00:00+02:00,2022-09-17T04:00:56.273605+02:00,place,Equipament,,09,Sant Andreu,57,la Trinitat Vella,C Turó de la Trinitat,30,,BARCELONA,62089769,Nivell 3,Equipaments >> Cultura i lleure >> Punts d'interès cultural >> Nivell 3,0040103004029012,32477815.600717906,89269236.77909094,933451728
﻿92086005867,Parròquia de la Santíssima Trinitat,1984-05-30T00:00:00+02:00,2022-09-17T04:00:56.273605+02:00,place,Equipament,,09,Sant Andreu,57,la Trinitat Vella,C Turó de la Trinitat,30,,BARCELONA,62089761,Patrimoni cultural,Equipaments >> Cultura i lleure >> Punts d'interès cultural >> Patrimoni cultural,0040103004029004,32477815.600717906,89269236.77909094,933451728
﻿92086009445,Mercat de La Barceloneta,1984-12-28T00:00:00+01:00,2022-12-02T12:06:54.141206+01:00,place,Equipament,"<p><strong style=""color: rgb(102, 102, 102);"">Mercat de caràcter eminentment mariner, va entrar en funcionament el 1887 i&nbsp;remodelat de manera integral entre 2005 i 2007. El projecte de modernització, obra de l'arquitecte Josep Miàs, va merèixer el premi Ciutat de Barcelona 2007.</strong></p><p><br></p><p><strong style=""color: rgb(102, 102, 102);"">Serveis addicionals</strong></p><p><span style=""color: rgb(102, 102, 102);"">- Wi-Fi</span></p><p><span style=""color: rgb(102, 102, 102);"">- Web</span></p><p><strong style=""color: rgb(102, 102, 102);"">Altres:</strong><span style=""color: rgb(102, 102, 102);"">&nbsp;Restaurants exteriors, Autoservei Caprabo-Eroski</span></p>",01,Ciutat Vella,03,la Barceloneta,Plaça del Poeta Boscà,1,,Barcelona,29967624,Punts d'interès cultural,Equipaments >> Cultura i lleure >> Punts d'interès cultural,0040102004029,32304926.92845414,81491034.0013532,934132304
﻿92086009445,Mercat de La Barceloneta,1984-12-28T00:00:00+01:00,2022-12-02T12:06:54.141206+01:00,place,Equipament,"<p><strong style=""color: rgb(102, 102, 102);"">Mercat de caràcter eminentment mariner, va entrar en funcionament el 1887 i&nbsp;remodelat de manera integral entre 2005 i 2007. El projecte de modernització, obra de l'arquitecte Josep Miàs, va merèixer el premi Ciutat de Barcelona 2007.</strong></p><p><br></p><p><strong style=""color: rgb(102, 102, 102);"">Serveis addicionals</strong></p><p><span style=""color: rgb(102, 102, 102);"">- Wi-Fi</span></p><p><span style=""color: rgb(102, 102, 102);"">- Web</span></p><p><strong style=""color: rgb(102, 102, 102);"">Altres:</strong><span style=""color: rgb(102, 102, 102);"">&nbsp;Restaurants exteriors, Autoservei Caprabo-Eroski</span></p>",01,Ciutat Vella,03,la Barceloneta,Plaça del Poeta Boscà,1,,Barcelona,62089769,Nivell 3,Equipaments >> Cultura i lleure >> Punts d'interès cultural >> Nivell 3,0040103004029012,32304926.92845414,81491034.0013532,934132304
﻿92086009445,Mercat de La Barceloneta,1984-12-28T00:00:00+01:00,2022-12-02T12:06:54.141206+01:00,place,Equipament,"<p><strong style=""color: rgb(102, 102, 102);"">Mercat de caràcter eminentment mariner, va entrar en funcionament el 1887 i&nbsp;remodelat de manera integral entre 2005 i 2007. El projecte de modernització, obra de l'arquitecte Josep Miàs, va merèixer el premi Ciutat de Barcelona 2007.</strong></p><p><br></p><p><strong style=""color: rgb(102, 102, 102);"">Serveis addicionals</strong></p><p><span style=""color: rgb(102, 102, 102);"">- Wi-Fi</span></p><p><span style=""color: rgb(102, 102, 102);"">- Web</span></p><p><strong style=""color: rgb(102, 102, 102);"">Altres:</strong><span style=""color: rgb(102, 102, 102);"">&nbsp;Restaurants exteriors, Autoservei Caprabo-Eroski</span></p>",01,Ciutat Vella,03,la Barceloneta,Plaça del Poeta Boscà,1,,Barcelona,62089762,Per fer compres,Equipaments >> Cultura i lleure >> Punts d'interès cultural >> Per fer compres,0040103004029005,32304926.92845414,81491034.0013532,934132304
﻿92086009451,Mercat del Ninot,1984-12-28T00:00:00+01:00,2022-12-02T13:40:12.708509+01:00,place,Equipament,"<p><strong style=""color: rgb(102, 102, 102);"">Un mascaró de proa, actualment al Museu Marítim, li ha donat el nom a aquest mercat, amb edifici inaugurat el 1933 que ha estat remodelat.</strong></p><p><br></p><p><strong style=""color: rgb(102, 102, 102);"">Serveis addicionals</strong></p><p><span style=""color: rgb(102, 102, 102);"">·Pàrquing gratuït amb tíquet de compra</span></p><p><span style=""color: rgb(102, 102, 102);"">·Web</span></p><p><span style=""color: rgb(102, 102, 102);"">·Punt d'informació</span></p><p><span style=""color: rgb(102, 102, 102);"">·Servei de venda online&nbsp;i a domicili</span></p><p><span style=""color: rgb(102, 102, 102);"">·Punt verd</span></p><p>· Aula de cuina</p><p>·Sala polivalent</p><p><strong style=""color: rgb(102, 102, 102);"">Altres serveis</strong><span style=""color: rgb(102, 102, 102);"">: Autoservei Mercadona</span></p>",02,Eixample,08,l'Antiga Esquerra de l'Eixample,Carrer de Mallorca,133,,Barcelona,29967624,Punts d'interès cultural,Equipaments >> Cultura i lleure >> Punts d'interès cultural,0040102004029,29397509.680493735,82363832.82992896,934132322
﻿92086009451,Mercat del Ninot,1984-12-28T00:00:00+01:00,2022-12-02T13:40:12.708509+01:00,place,Equipament,"<p><strong style=""color: rgb(102, 102, 102);"">Un mascaró de proa, actualment al Museu Marítim, li ha donat el nom a aquest mercat, amb edifici inaugurat el 1933 que ha estat remodelat.</strong></p><p><br></p><p><strong style=""color: rgb(102, 102, 102);"">Serveis addicionals</strong></p><p><span style=""color: rgb(102, 102, 102);"">·Pàrquing gratuït amb tíquet de compra</span></p><p><span style=""color: rgb(102, 102, 102);"">·Web</span></p><p><span style=""color: rgb(102, 102, 102);"">·Punt d'informació</span></p><p><span style=""color: rgb(102, 102, 102);"">·Servei de venda online&nbsp;i a domicili</span></p><p><span style=""color: rgb(102, 102, 102);"">·Punt verd</span></p><p>· Aula de cuina</p><p>·Sala polivalent</p><p><strong style=""color: rgb(102, 102, 102);"">Altres serveis</strong><span style=""color: rgb(102, 102, 102);"">: Autoservei Mercadona</span></p>",02,Eixample,08,l'Antiga Esquerra de l'Eixample,Carrer de Mallorca,133,,Barcelona,62089769,Nivell 3,Equipaments >> Cultura i lleure >> Punts d'interès cultural >> Nivell 3,0040103004029012,29397509.680493735,82363832.82992896,934132322
